foodId,servingSize,servingSizeUnit,householdServingFullText
2340893,31,1 fl oz,1 fl oz
2340893,248,1 individual school container,1 individual school container
2340894,248,1 cup,1 cup
2340894,248,1 individual school container,1 individual school container
2340894,31,1 fl oz,1 fl oz
2340894,248,Quantity not specified,Quantity not specified
2340895,248,Quantity not specified,Quantity not specified
2340895,248,1 individual school container,1 individual school container
2340895,248,1 cup,1 cup
2340895,31,1 fl oz,1 fl oz
2340896,248,1 cup,1 cup
2340896,31,1 fl oz,1 fl oz
2340896,248,Quantity not specified,Quantity not specified
2340896,248,1 individual school container,1 individual school container
2340897,248,Quantity not specified,Quantity not specified
2340897,248,1 cup,1 cup
2340897,248,1 individual school container,1 individual school container
2340897,31,1 fl oz,1 fl oz
2340898,248,Quantity not specified,Quantity not specified
2340898,248,1 individual school container,1 individual school container
2340898,31,1 fl oz,1 fl oz
2340898,248,1 cup,1 cup
2340899,31,1 fl oz,1 fl oz
2340899,248,Quantity not specified,Quantity not specified
2340899,248,1 cup,1 cup
2340900,32,1 fl oz,1 fl oz
2340900,256,Quantity not specified,Quantity not specified
2340900,256,1 cup,1 cup
2340901,32,1 fl oz,1 fl oz
2340901,256,Quantity not specified,Quantity not specified
2340901,256,1 cup,1 cup
2340902,280,Quantity not specified,Quantity not specified
2340902,28,1 fl oz,1 fl oz
2340902,224,1 cup,1 cup
2340902,280,1 milkshake (10 fl oz),1 milkshake (10 fl oz)
2340903,224,1 cup,1 cup
2340903,280,1 milkshake (10 fl oz),1 milkshake (10 fl oz)
2340903,28,1 fl oz,1 fl oz
2340903,280,Quantity not specified,Quantity not specified
2340904,224,1 cup,1 cup
2340904,28,1 fl oz,1 fl oz
2340904,280,Quantity not specified,Quantity not specified
2340905,224,1 cup,1 cup
2340905,280,Quantity not specified,Quantity not specified
2340905,28,1 fl oz,1 fl oz
2340906,28,1 fl oz,1 fl oz
2340906,280,1 milkshake (10 fl oz),1 milkshake (10 fl oz)
2340906,280,Quantity not specified,Quantity not specified
2340907,690,1 large,1 large
2340907,405,Quantity not specified,Quantity not specified
2340907,28,1 fl oz,1 fl oz
2340907,224,1 cup,1 cup
2340907,405,1 small,1 small
2340907,526,1 medium,1 medium
2340908,405,Quantity not specified,Quantity not specified
2340908,526,1 medium,1 medium
2340908,224,1 cup,1 cup
2340908,690,1 large,1 large
2340908,405,1 small,1 small
2340908,28,1 fl oz,1 fl oz
2340909,31,1 fl oz,1 fl oz
2340909,372,Quantity not specified,Quantity not specified
2340909,248,1 cup,1 cup
2340909,372,1 bottle (12 fl oz),1 bottle (12 fl oz)
2340910,31,1 fl oz,1 fl oz
2340910,372,1 bottle (12 fl oz),1 bottle (12 fl oz)
2340910,372,Quantity not specified,Quantity not specified
2340910,248,1 cup,1 cup
2340911,324,Quantity not specified,Quantity not specified
2340911,216,1 cup,1 cup
2340911,27,1 fl oz,1 fl oz
2340912,540,1 small,1 small
2340912,216,1 cup,1 cup
2340912,1080,1 large,1 large
2340912,864,1 medium,1 medium
2340912,27,1 fl oz,1 fl oz
2340912,324,Quantity not specified,Quantity not specified
2340913,540,1 small,1 small
2340913,864,1 medium,1 medium
2340913,324,Quantity not specified,Quantity not specified
2340913,1080,1 large,1 large
2340913,27,1 fl oz,1 fl oz
2340913,216,1 cup,1 cup
2340914,864,1 medium,1 medium
2340914,216,1 cup,1 cup
2340914,1080,1 large,1 large
2340914,540,1 small,1 small
2340914,27,1 fl oz,1 fl oz
2340914,324,Quantity not specified,Quantity not specified
2340915,864,1 medium,1 medium
2340915,1080,1 large,1 large
2340915,27,1 fl oz,1 fl oz
2340915,324,Quantity not specified,Quantity not specified
2340915,540,1 small,1 small
2340915,216,1 cup,1 cup
2340916,248,1 cup,1 cup
2340916,248,Quantity not specified,Quantity not specified
2340916,31,1 fl oz,1 fl oz
2340917,30.5,1 fl oz,1 fl oz
2340918,30.5,1 fl oz,1 fl oz
2340919,30.5,1 fl oz,1 fl oz
2340920,30.5,1 fl oz,1 fl oz
2340921,30.5,1 fl oz,1 fl oz
2340922,30.5,1 fl oz,1 fl oz
2340923,30.5,1 fl oz,1 fl oz
2340924,30.5,1 fl oz,1 fl oz
2340925,30.5,1 fl oz,1 fl oz
2340926,30.5,1 fl oz,1 fl oz
2340927,30.5,1 fl oz,1 fl oz
2340928,30.5,1 fl oz,1 fl oz
2340929,30.5,1 fl oz,1 fl oz
2340930,30.5,1 fl oz,1 fl oz
2340931,30.5,1 fl oz,1 fl oz
2340932,30.5,1 fl oz,1 fl oz
2340933,30.5,1 fl oz,1 fl oz
2340934,30.5,1 fl oz,1 fl oz
2340935,30.5,1 fl oz,1 fl oz
2340936,30.5,1 fl oz,1 fl oz
2340937,30.5,1 fl oz,1 fl oz
2340938,30.5,1 fl oz,1 fl oz
2340939,30.5,1 fl oz,1 fl oz
2340940,30.5,1 fl oz,1 fl oz
2340941,30.5,1 fl oz,1 fl oz
2340942,30.5,1 fl oz,1 fl oz
2340943,30.5,1 fl oz,1 fl oz
2340944,30.5,1 fl oz,1 fl oz
2340945,30.5,1 fl oz,1 fl oz
2340946,248,1 bottle (8 fl oz),1 bottle (8 fl oz)
2340946,31,1 fl oz,1 fl oz
2340947,30.5,1 fl oz,1 fl oz
2340948,30.5,1 fl oz,1 fl oz
2340949,248,1 bottle (8 fl oz),1 bottle (8 fl oz)
2340949,31,1 fl oz,1 fl oz
2340950,30.5,1 fl oz,1 fl oz
2340951,30.5,1 fl oz,1 fl oz
2340952,30.5,1 fl oz,1 fl oz
2340953,30.5,1 fl oz,1 fl oz
2340954,30.5,1 fl oz,1 fl oz
2340955,30.5,1 fl oz,1 fl oz
2340956,30.5,1 fl oz,1 fl oz
2340957,30.5,1 fl oz,1 fl oz
2340958,30.5,1 fl oz,1 fl oz
2340959,30.5,1 fl oz,1 fl oz
2340960,30.5,1 fl oz,1 fl oz
2340961,30.5,1 fl oz,1 fl oz
2340962,30.5,1 fl oz,1 fl oz
2340963,30.5,1 fl oz,1 fl oz
2340964,30.5,1 fl oz,1 fl oz
2340965,30.5,1 fl oz,1 fl oz
2340966,30.5,1 fl oz,1 fl oz
2340967,30.5,1 fl oz,1 fl oz
2340968,30.5,1 fl oz,1 fl oz
2340969,30.5,1 fl oz,1 fl oz
2340970,30.5,1 fl oz,1 fl oz
2340971,30.5,1 fl oz,1 fl oz
2340972,30.5,1 fl oz,1 fl oz
2340973,30.5,1 fl oz,1 fl oz
2340974,30.5,1 fl oz,1 fl oz
2340975,30.5,1 fl oz,1 fl oz
2340976,30.5,1 fl oz,1 fl oz
2340977,30.5,1 fl oz,1 fl oz
2340978,30.5,1 fl oz,1 fl oz
2340979,30.5,1 fl oz,1 fl oz
2340980,30.5,1 fl oz,1 fl oz
2340981,30.5,1 fl oz,1 fl oz
2340982,30.5,1 fl oz,1 fl oz
2340983,30.5,1 fl oz,1 fl oz
2340984,30.5,1 fl oz,1 fl oz
2340985,30.5,1 fl oz,1 fl oz
2340986,43,Quantity not specified,Quantity not specified
2340986,128,1 cup,1 cup
2340987,91,1 envelope (1-1/3 cup),1 envelope (1-1/3 cup)
2340987,23,1/3 cup (makes 1 cup reconstituted milk),1/3 cup (makes 1 cup reconstituted milk)
2340987,23,Quantity not specified,Quantity not specified
2340987,68,1 cup,1 cup
2340988,7.5,1 tablespoon,1 tablespoon
2340988,8,Quantity not specified,Quantity not specified
2340989,5,1 tablespoon,1 tablespoon
2340989,5,Quantity not specified,Quantity not specified
2340989,0.6,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2340990,10,1 tablespoon,1 tablespoon
2340990,20,Quantity not specified,Quantity not specified
2340990,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2340991,10,1 tablespoon,1 tablespoon
2340991,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2340991,20,Quantity not specified,Quantity not specified
2340992,11,Quantity not specified,Quantity not specified
2340992,1.4,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2340992,5.5,1 tablespoon,1 tablespoon
2340993,20,Quantity not specified,Quantity not specified
2340993,10,1 tablespoon,1 tablespoon
2340993,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2340994,11,1 individual container,1 individual container
2340994,240,1 cup,1 cup
2340994,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2340994,30,1 fl oz,1 fl oz
2340994,20,Quantity not specified,Quantity not specified
2340995,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2340995,30,1 fl oz,1 fl oz
2340995,11,1 individual container,1 individual container
2340995,20,Quantity not specified,Quantity not specified
2340995,240,1 cup,1 cup
2340996,15,1 individual container (.5 fl oz),1 individual container (.5 fl oz)
2340996,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2340996,20,Quantity not specified,Quantity not specified
2340996,30,1 fl oz,1 fl oz
2340996,240,1 cup,1 cup
2340997,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2340997,15,1 individual container (.5 fl oz),1 individual container (.5 fl oz)
2340997,30,Quantity not specified,Quantity not specified
2340997,240,1 cup,1 cup
2340997,30,1 fl oz,1 fl oz
2340998,30,1 fl oz,1 fl oz
2340998,240,1 cup,1 cup
2340998,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2340998,30,Quantity not specified,Quantity not specified
2340999,20,Quantity not specified,Quantity not specified
2340999,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2340999,30,1 fl oz,1 fl oz
2340999,240,1 cup,1 cup
2341000,40,1 cup,1 cup
2341000,20,Quantity not specified,Quantity not specified
2341001,240,1 cup,1 cup
2341001,20,Quantity not specified,Quantity not specified
2341001,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2341001,30,1 fl oz,1 fl oz
2341002,15,1 individual container,1 individual container
2341002,30,1 fl oz,1 fl oz
2341002,20,Quantity not specified,Quantity not specified
2341002,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2341002,240,1 cup,1 cup
2341003,20,Quantity not specified,Quantity not specified
2341003,15,1 individual container,1 individual container
2341003,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2341003,240,1 cup,1 cup
2341003,30,1 fl oz,1 fl oz
2341004,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2341004,30,1 fl oz,1 fl oz
2341004,5,1 individual container,1 individual container
2341004,240,1 cup,1 cup
2341004,20,Quantity not specified,Quantity not specified
2341005,5,1 individual container,1 individual container
2341005,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2341005,20,Quantity not specified,Quantity not specified
2341005,30,1 fl oz,1 fl oz
2341005,240,1 cup,1 cup
2341006,15,1 individual container,1 individual container
2341006,15,Quantity not specified,Quantity not specified
2341006,240,1 cup,1 cup
2341006,30,1 fl oz,1 fl oz
2341006,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2341007,30,1 fl oz,1 fl oz
2341007,20,Quantity not specified,Quantity not specified
2341007,15,1 individual container,1 individual container
2341007,240,1 cup,1 cup
2341007,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2341008,3,1 packet,1 packet
2341008,94,1 cup,1 cup
2341008,4,Quantity not specified,Quantity not specified
2341008,0.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2341009,0.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2341009,3,1 packet,1 packet
2341009,4,Quantity not specified,Quantity not specified
2341009,94,1 cup,1 cup
2341010,94,1 cup,1 cup
2341010,0.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2341010,4,Quantity not specified,Quantity not specified
2341010,3,1 packet,1 packet
2341011,3,1 packet,1 packet
2341011,4,Quantity not specified,Quantity not specified
2341011,0.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2341011,94,1 cup,1 cup
2341012,0.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2341012,94,1 cup,1 cup
2341012,4,Quantity not specified,Quantity not specified
2341012,3,1 packet,1 packet
2341013,2.5,Guideline amount per fl oz of beverage,Guideline amount per fl oz of beverage
2341013,240,1 cup,1 cup
2341013,30,Quantity not specified,Quantity not specified
2341013,30,1 fl oz,1 fl oz
2341014,75,1 cup,1 cup
2341014,19,Quantity not specified,Quantity not specified
2341015,19,Quantity not specified,Quantity not specified
2341015,75,1 cup,1 cup
2341016,75,1 cup,1 cup
2341016,19,Quantity not specified,Quantity not specified
2341017,240,1 cup,1 cup
2341017,30,Quantity not specified,Quantity not specified
2341017,30,1 individual container,1 individual container
2341017,15,1 tablespoon,1 tablespoon
2341018,240,1 cup,1 cup
2341018,15,1 tablespoon,1 tablespoon
2341018,30,Quantity not specified,Quantity not specified
2341019,240,1 cup,1 cup
2341019,15,1 tablespoon,1 tablespoon
2341019,30,Quantity not specified,Quantity not specified
2341020,30,Quantity not specified,Quantity not specified
2341020,15,1 tablespoon,1 tablespoon
2341020,240,1 cup,1 cup
2341021,60,Quantity not specified,Quantity not specified
2341021,15,1 tablespoon,1 tablespoon
2341021,70,1 individual container,1 individual container
2341022,70,1 individual container,1 individual container
2341022,60,Quantity not specified,Quantity not specified
2341022,15,1 tablespoon,1 tablespoon
2341023,60,Quantity not specified,Quantity not specified
2341023,15,1 tablespoon,1 tablespoon
2341023,70,1 individual container,1 individual container
2341024,60,Quantity not specified,Quantity not specified
2341024,70,1 individual container,1 individual container
2341024,15,1 tablespoon,1 tablespoon
2341025,60,Quantity not specified,Quantity not specified
2341025,15,1 tablespoon,1 tablespoon
2341025,70,1 individual container,1 individual container
2341026,60,Quantity not specified,Quantity not specified
2341026,15,1 tablespoon,1 tablespoon
2341026,70,1 individual container,1 individual container
2341027,60,Quantity not specified,Quantity not specified
2341027,70,1 individual container,1 individual container
2341027,15,1 tablespoon,1 tablespoon
2341028,15,1 tablespoon,1 tablespoon
2341028,60,Quantity not specified,Quantity not specified
2341028,70,1 individual container,1 individual container
2341029,60,Quantity not specified,Quantity not specified
2341029,70,1 individual container,1 individual container
2341029,15,1 tablespoon,1 tablespoon
2341030,15,1 tablespoon,1 tablespoon
2341030,60,Quantity not specified,Quantity not specified
2341030,70,1 individual container,1 individual container
2341031,15,1 tablespoon,1 tablespoon
2341031,70,1 individual container,1 individual container
2341031,60,Quantity not specified,Quantity not specified
2341032,75,1 individual container,1 individual container
2341032,240,1 medium ice cream cup,1 medium ice cream cup
2341032,9.2,1 cubic inch,1 cubic inch
2341032,360,1 large ice cream cup,1 large ice cream cup
2341032,135,Quantity not specified,Quantity not specified
2341032,135,1 cup,1 cup
2341032,66,1 slice,1 slice
2341032,120,1 small ice cream cup,1 small ice cream cup
2341032,120,1 scoop,1 scoop
2341033,240,1 medium ice cream cup,1 medium ice cream cup
2341033,9.2,1 cubic inch,1 cubic inch
2341033,135,1 cup,1 cup
2341033,120,1 scoop,1 scoop
2341033,120,1 small ice cream cup,1 small ice cream cup
2341033,75,1 individual container,1 individual container
2341033,360,1 large ice cream cup,1 large ice cream cup
2341033,135,Quantity not specified,Quantity not specified
2341034,75,1 individual container,1 individual container
2341034,125,1 scoop,1 scoop
2341034,250,1 medium ice cream cup,1 medium ice cream cup
2341034,140,1 cup,1 cup
2341034,125,1 small ice cream cup,1 small ice cream cup
2341034,375,1 large ice cream cup,1 large ice cream cup
2341034,140,Quantity not specified,Quantity not specified
2341035,240,1 medium ice cream cup,1 medium ice cream cup
2341035,120,1 small ice cream cup,1 small ice cream cup
2341035,135,Quantity not specified,Quantity not specified
2341035,120,1 scoop,1 scoop
2341035,9.2,1 cubic inch,1 cubic inch
2341035,135,1 cup,1 cup
2341035,360,1 large ice cream cup,1 large ice cream cup
